virus_protein	virus_taxa	human_protein	human_gene_name	human_taxa
uniprotkb:P03470	381518	uniprotkb:O43809	NUDT21	9606
uniprotkb:P06465	10583	uniprotkb:O43809	NUDT21	9606
uniprotkb:Q98143	37296	uniprotkb:O43809	NUDT21	9606
uniprotkb:P15682	381518	uniprotkb:O43809	NUDT21	9606
uniprotkb:P03470	381518	uniprotkb:Q16630	CPSF6	9606
uniprotkb:Q89268	648242	uniprotkb:Q16630	CPSF6	9606
uniprotkb:P15682	381518	uniprotkb:Q16630	CPSF6	9606
uniprotkb:Q98143	37296	uniprotkb:Q16630	CPSF6	9606
refseq:YP_009227196	64320	uniprotkb:Q16630	CPSF6	9606
uniprotkb:P05777	381518	uniprotkb:Q16630	CPSF6	9606
uniprotkb:P04620	11686	uniprotkb:Q16630	CPSF6	9606
uniprotkb:A0A097PIH4	11053	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:Q2HRB6	868565	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:O09234	31634	uniprotkb:Q9H0M0	WWP1	9606
refseq:NP_955617	11908	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:P03317	11034	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:P27915-PRO_0000037999	408870	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:Q1HVJ2	82830	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:P03322	11888	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:P14076	11927	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:P08411	11033	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:P08363	10900	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:Q1H8W6	37124	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:Q1H8W6	37124	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:Q58HT7-PRO_0000268116	408686	uniprotkb:Q9H0M0	WWP1	9606
uniprotkb:P03431	211044	uniprotkb:Q12873	CHD3	9606
uniprotkb:P15682	381518	uniprotkb:Q12873	CHD3	9606
uniprotkb:P04296	10299	uniprotkb:Q12873	CHD3	9606
uniprotkb:P14335	11078	uniprotkb:Q12873	CHD3	9606
uniprotkb:P88947	435895	uniprotkb:Q12873	CHD3	9606
uniprotkb:P06460	10600	uniprotkb:O15258	RER1	9606
refseq:NP_579895	11676	uniprotkb:O15258	RER1	9606
uniprotkb:P06927	333760	uniprotkb:O15258	RER1	9606
uniprotkb:P06792	333761	uniprotkb:O15258	RER1	9606
uniprotkb:Q05322	128952	uniprotkb:Q14839	CHD4	9606
uniprotkb:P05777	381518	uniprotkb:Q14839	CHD4	9606
uniprotkb:P15682	381518	uniprotkb:Q14839	CHD4	9606
refseq:YP_009227205	64320	uniprotkb:Q14839	CHD4	9606
uniprotkb:Q77M19	132487	uniprotkb:Q14839	CHD4	9606
uniprotkb:P03470	381518	uniprotkb:Q14839	CHD4	9606
uniprotkb:P03129	333760	uniprotkb:Q14839	CHD4	9606
uniprotkb:Q05322	128952	uniprotkb:Q14839	CHD4	9606
uniprotkb:P17388	10585	uniprotkb:Q14839	CHD4	9606
uniprotkb:P06430	10579	uniprotkb:P61964	WDR5	9606
uniprotkb:P03129	333760	uniprotkb:P61964	WDR5	9606
uniprotkb:Q2HRC9	868565	uniprotkb:O15504	NUP42	9606
refseq:YP_009227196	64320	uniprotkb:O15504	NUP42	9606
uniprotkb:P12848	10254	uniprotkb:O14578	CIT	9606
uniprotkb:P13889	11045	uniprotkb:O14578	CIT	9606
uniprotkb:F5HEZ4	868565	uniprotkb:Q16543	CDC37	9606
uniprotkb:P29991-PRO_0000308465	31635	uniprotkb:Q16543	CDC37	9606
uniprotkb:B4URF7	381518	uniprotkb:Q16543	CDC37	9606
uniprotkb:P03454	381518	uniprotkb:Q16543	CDC37	9606
uniprotkb:P04015	10580	uniprotkb:O95251	KAT7	9606
uniprotkb:P36791	333763	uniprotkb:O95251	KAT7	9606
uniprotkb:P06921	333923	uniprotkb:O95251	KAT7	9606
uniprotkb:Q77UU1	31552	uniprotkb:O95251	KAT7	9606
uniprotkb:P06422	10579	uniprotkb:O95251	KAT7	9606
refseq:YP_009227196	64320	uniprotkb:O95251	KAT7	9606
uniprotkb:P24830	10588	uniprotkb:O95251	KAT7	9606
refseq:YP_009227205	64320	uniprotkb:O95251	KAT7	9606
uniprotkb:P36780	10621	uniprotkb:O95251	KAT7	9606
refseq:NP_597740	334203	uniprotkb:O95251	KAT7	9606
uniprotkb:P36827	333763	uniprotkb:O95251	KAT7	9606
uniprotkb:P03120	333760	uniprotkb:O95251	KAT7	9606
uniprotkb:P06423	10586	uniprotkb:O95251	KAT7	9606
refseq:NP_040313	337042	uniprotkb:O95251	KAT7	9606
uniprotkb:P68331	10299	uniprotkb:O95251	KAT7	9606
refseq:NP_705928	11676	uniprotkb:O75475	PSIP1	9606
refseq:NP_705928	11676	uniprotkb:O75475	PSIP1	9606
refseq:NP_705928	11676	uniprotkb:O75475	PSIP1	9606
refseq:YP_009227203	64320	uniprotkb:O75475	PSIP1	9606
refseq:NP_705928	11676	uniprotkb:O75475	PSIP1	9606
refseq:NP_789740	11676	uniprotkb:O75475	PSIP1	9606
uniprotkb:P03430	381518	uniprotkb:O75475	PSIP1	9606
uniprotkb:P03470	381518	uniprotkb:O75475	PSIP1	9606
refseq:NP_789740	11676	uniprotkb:O75475	PSIP1	9606
refseq:NP_705928	11676	uniprotkb:O75475	PSIP1	9606
uniprotkb:P15682	381518	uniprotkb:O75475	PSIP1	9606
refseq:NP_705928	11676	uniprotkb:O75475	PSIP1	9606
refseq:NP_705928	11676	uniprotkb:O75475	PSIP1	9606
uniprotkb:P05777	381518	uniprotkb:O75475	PSIP1	9606
refseq:NP_705928	11676	uniprotkb:O75475	PSIP1	9606
refseq:NP_705928	11676	uniprotkb:O75475	PSIP1	9606
refseq:YP_009227196	64320	uniprotkb:O75475	PSIP1	9606
uniprotkb:P04578	11706	uniprotkb:Q15782	CHI3L2	9606
refseq:NP_579881	11676	uniprotkb:Q9Y3F4	STRAP	9606
uniprotkb:P05780	381518	uniprotkb:Q9Y3F4	STRAP	9606
uniprotkb:P06821	211044	uniprotkb:Q9Y3F4	STRAP	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q9Y3F4	STRAP	9606
uniprotkb:P03470	381518	uniprotkb:Q9Y3F4	STRAP	9606
uniprotkb:P15682	381518	uniprotkb:Q9Y3F4	STRAP	9606
uniprotkb:P29991-PRO_0000037946	31635	uniprotkb:Q9Y5B9	SUPT16H	9606
uniprotkb:P04620	11686	uniprotkb:Q9Y5B9	SUPT16H	9606
uniprotkb:P03470	381518	uniprotkb:Q9Y5B9	SUPT16H	9606
uniprotkb:P04296	10299	uniprotkb:Q9Y5B9	SUPT16H	9606
uniprotkb:P03433	211044	uniprotkb:Q9Y5B9	SUPT16H	9606
uniprotkb:Q9WMX2-PRO_0000037551	333284	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:P05780	381518	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q69022	82830	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q69140	82830	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:A0A288CFT1	11706	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q69022	82830	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q69022	82830	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q69022	82830	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q69140	82830	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q69140	82830	uniprotkb:Q9UHI6	DDX20	9606
refseq:YP_009227205	64320	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q69140	82830	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:Q69140	82830	uniprotkb:Q9UHI6	DDX20	9606
refseq:YP_009227196	64320	uniprotkb:Q9UHI6	DDX20	9606
uniprotkb:A0A0C7TBS6	10376	uniprotkb:Q9BQ50	TREX2	9606
refseq:YP_009227196	64320	uniprotkb:P09001	MRPL3	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:P09001	MRPL3	9606
refseq:YP_009227198	64320	uniprotkb:P42766	RPL35	9606
uniprotkb:Q1K9H2	381518	uniprotkb:P42766	RPL35	9606
refseq:YP_009227196	64320	uniprotkb:P42766	RPL35	9606
uniprotkb:P03430	381518	uniprotkb:P42766	RPL35	9606
uniprotkb:P03470	381518	uniprotkb:P42766	RPL35	9606
refseq:YP_009227201	64320	uniprotkb:P42766	RPL35	9606
uniprotkb:Q20MH3	381518	uniprotkb:P42766	RPL35	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:P42766	RPL35	9606
uniprotkb:P05777	381518	uniprotkb:P42766	RPL35	9606
uniprotkb:Q20MH3	381518	uniprotkb:P42766	RPL35	9606
uniprotkb:P05780	381518	uniprotkb:P42766	RPL35	9606
uniprotkb:P03454	381518	uniprotkb:P42766	RPL35	9606
refseq:YP_009227204	64320	uniprotkb:P42766	RPL35	9606
refseq:YP_009227200	64320	uniprotkb:P42766	RPL35	9606
uniprotkb:Q77M19	132487	uniprotkb:P42766	RPL35	9606
refseq:YP_009227197	64320	uniprotkb:P42766	RPL35	9606
refseq:YP_009227202	64320	uniprotkb:P42766	RPL35	9606
uniprotkb:Q1HVF7	82830	uniprotkb:P42766	RPL35	9606
uniprotkb:P03427	381518	uniprotkb:P42766	RPL35	9606
uniprotkb:Q82506	381518	uniprotkb:P42766	RPL35	9606
refseq:YP_009227199	64320	uniprotkb:P42766	RPL35	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:O43592	XPOT	9606
uniprotkb:O92835	11060	uniprotkb:O43592	XPOT	9606
uniprotkb:Q77M19	132487	uniprotkb:O43592	XPOT	9606
uniprotkb:P05780	381518	uniprotkb:O43592	XPOT	9606
uniprotkb:O92835	11060	uniprotkb:O43592	XPOT	9606
uniprotkb:Q20MH8	381518	uniprotkb:O43592	XPOT	9606
uniprotkb:Q8AZK7	10377	uniprotkb:O43592	XPOT	9606
uniprotkb:Q1HVI8	82830	uniprotkb:O43592	XPOT	9606
uniprotkb:Q9WB91	11706	uniprotkb:Q99653	CHP1	9606
uniprotkb:P03452	211044	uniprotkb:Q99653	CHP1	9606
uniprotkb:P06821	211044	uniprotkb:Q99653	CHP1	9606
uniprotkb:B9UPF3	10580	uniprotkb:Q99653	CHP1	9606
uniprotkb:P0C6Z1	82830	uniprotkb:Q99653	CHP1	9606
uniprotkb:P29991-PRO_0000037944	31635	uniprotkb:Q99653	CHP1	9606
uniprotkb:P0C737	82830	uniprotkb:Q99653	CHP1	9606
uniprotkb:P03468	211044	uniprotkb:Q99653	CHP1	9606
uniprotkb:Q1K9H5	381518	uniprotkb:Q99653	CHP1	9606
uniprotkb:P0CK57	82830	uniprotkb:Q99653	CHP1	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q99653	CHP1	9606
uniprotkb:Q77M19	132487	uniprotkb:Q99653	CHP1	9606
uniprotkb:P06460	10600	uniprotkb:Q99653	CHP1	9606
refseq:YP_009227196	64320	uniprotkb:Q99653	CHP1	9606
refseq:YP_009227203	64320	uniprotkb:Q99653	CHP1	9606
uniprotkb:P03070	1891767	uniprotkb:Q6PEY2	TUBA3E	9606
uniprotkb:P03427	381518	uniprotkb:Q8WWM7	ATXN2L	9606
uniprotkb:Q77M19	132487	uniprotkb:Q8WWM7	ATXN2L	9606
uniprotkb:P15682	381518	uniprotkb:Q8WWM7	ATXN2L	9606
uniprotkb:P15659	381518	uniprotkb:Q8WWM7	ATXN2L	9606
uniprotkb:P03470	381518	uniprotkb:Q8WWM7	ATXN2L	9606
uniprotkb:P09992	11624	uniprotkb:Q8WWM7	ATXN2L	9606
uniprotkb:P04620	11686	uniprotkb:Q96T60	PNKP	9606
uniprotkb:P36801	10621	uniprotkb:Q9HCN4	GPN1	9606
uniprotkb:P04620	11686	uniprotkb:Q9HCN4	GPN1	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q9HCN4	GPN1	9606
uniprotkb:Q99IB8-PRO_0000045596	356411	uniprotkb:Q99623	PHB2	9606
uniprotkb:P03454	381518	uniprotkb:Q99623	PHB2	9606
uniprotkb:P06927	333760	uniprotkb:Q99623	PHB2	9606
uniprotkb:P03126	333760	uniprotkb:Q99623	PHB2	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q99623	PHB2	9606
uniprotkb:Q77M19	132487	uniprotkb:Q99623	PHB2	9606
uniprotkb:P06427	10586	uniprotkb:Q99623	PHB2	9606
refseq:NP_579895	11676	uniprotkb:Q99623	PHB2	9606
uniprotkb:P88970	37296	uniprotkb:Q99623	PHB2	9606
uniprotkb:Q1HVJ2	82830	uniprotkb:Q99623	PHB2	9606
uniprotkb:P15682	381518	uniprotkb:Q99623	PHB2	9606
uniprotkb:P05777	381518	uniprotkb:Q99623	PHB2	9606
uniprotkb:P03470	381518	uniprotkb:Q99623	PHB2	9606
uniprotkb:P06460	10600	uniprotkb:Q99623	PHB2	9606
uniprotkb:P17385	10585	uniprotkb:Q99623	PHB2	9606
uniprotkb:B9UPF3	10580	uniprotkb:Q99623	PHB2	9606
uniprotkb:Q05320	128952	uniprotkb:Q99623	PHB2	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q99623	PHB2	9606
uniprotkb:P06792	333761	uniprotkb:Q99623	PHB2	9606
uniprotkb:P03427	381518	uniprotkb:Q99623	PHB2	9606
uniprotkb:A0A024B7W1-PRO_0000443019	2043570	uniprotkb:Q96GM8	TOE1	9606
uniprotkb:Q32ZE1-PRO_0000435829	64320	uniprotkb:Q96GM8	TOE1	9606
uniprotkb:P04620	11686	uniprotkb:Q96GM8	TOE1	9606
refseq:NP_705926	11676	uniprotkb:Q9BZF3	OSBPL6	9606
uniprotkb:F5HFA1	868565	uniprotkb:Q9BZF3	OSBPL6	9606
refseq:YP_009227196	64320	uniprotkb:P12532	CKMT1B	9606
refseq:NP_705928	11676	uniprotkb:P12532	CKMT1B	9606
uniprotkb:P03470	381518	uniprotkb:Q96CW1	AP2M1	9606
uniprotkb:P06464	10600	uniprotkb:Q96CW1	AP2M1	9606
refseq:YP_009227196	64320	uniprotkb:Q96CW1	AP2M1	9606
uniprotkb:P03427	381518	uniprotkb:Q96CW1	AP2M1	9606
uniprotkb:P03129	333760	uniprotkb:Q96CW1	AP2M1	9606
uniprotkb:P05777	381518	uniprotkb:Q96CW1	AP2M1	9606
uniprotkb:P15682	381518	uniprotkb:Q96CW1	AP2M1	9606
uniprotkb:B8ZX42	493803	uniprotkb:Q96CW1	AP2M1	9606
uniprotkb:P17387	10585	uniprotkb:Q96CW1	AP2M1	9606
uniprotkb:P04618	11706	uniprotkb:Q96BP2	CHCHD1	9606
uniprotkb:Q1HVI8	82830	uniprotkb:Q00610	CLTC	9606
uniprotkb:P09992	11624	uniprotkb:Q00610	CLTC	9606
uniprotkb:P03496	211044	uniprotkb:Q00610	CLTC	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:Q00610	CLTC	9606
uniprotkb:P03470	381518	uniprotkb:Q00610	CLTC	9606
uniprotkb:P06821	211044	uniprotkb:Q00610	CLTC	9606
uniprotkb:P05777	381518	uniprotkb:Q00610	CLTC	9606
uniprotkb:P15682	381518	uniprotkb:Q00610	CLTC	9606
uniprotkb:P05780	381518	uniprotkb:Q00610	CLTC	9606
uniprotkb:P03468	211044	uniprotkb:Q00610	CLTC	9606
uniprotkb:Q9WMX2-PRO_0000037552	333284	uniprotkb:Q00610	CLTC	9606
uniprotkb:Q1K9H5	381518	uniprotkb:Q00610	CLTC	9606
uniprotkb:P03454	381518	uniprotkb:Q00610	CLTC	9606
refseq:NP_579894	11676	uniprotkb:Q3MHD2	LSM12	9606
uniprotkb:P03433	211044	uniprotkb:Q71DI3	H3C13	9606
uniprotkb:P03431	211044	uniprotkb:Q71DI3	H3C13	9606
uniprotkb:P03428	211044	uniprotkb:Q71DI3	H3C13	9606
uniprotkb:Q89268	648242	uniprotkb:Q71DI3	H3C13	9606
uniprotkb:P03508	211044	uniprotkb:Q71DI3	H3C13	9606
uniprotkb:P04620	11686	uniprotkb:Q8N257	H2BC26	9606
uniprotkb:P04618	11706	uniprotkb:Q8WV92	MITD1	9606
uniprotkb:P29996	31762	uniprotkb:Q96DA6	DNAJC19	9606
uniprotkb:B4URE7	381518	uniprotkb:P21964	COMT	9606
uniprotkb:Q20MH8	381518	uniprotkb:P21964	COMT	9606
uniprotkb:P03468	211044	uniprotkb:P21964	COMT	9606
uniprotkb:P06461	10600	uniprotkb:P21964	COMT	9606
uniprotkb:P03452	211044	uniprotkb:P21964	COMT	9606
uniprotkb:A0A0C7TUY8	10376	uniprotkb:P21964	COMT	9606
uniprotkb:A0A288CFT1	11706	uniprotkb:P21964	COMT	9606
uniprotkb:P0CK48	82830	uniprotkb:P21964	COMT	9606
uniprotkb:P06792	333761	uniprotkb:P21964	COMT	9606
uniprotkb:P0C737	82830	uniprotkb:P21964	COMT	9606
uniprotkb:P06460	10600	uniprotkb:P21964	COMT	9606
uniprotkb:P29991-PRO_0000037944	31635	uniprotkb:P21964	COMT	9606
refseq:NP_751919	41856	uniprotkb:O15432	SLC31A2	9606
uniprotkb:Q9WMX2-PRO_0000037541	333284	uniprotkb:O15432	SLC31A2	9606
uniprotkb:Q9WMX2-PRO_0000037541	333284	uniprotkb:O15432	SLC31A2	9606
uniprotkb:O36551	37296	uniprotkb:P13073	COX4I1	9606
uniprotkb:P04578	11706	uniprotkb:P13073	COX4I1	9606
uniprotkb:Q76R62	928302	uniprotkb:P13073	COX4I1	9606
refseq:NP_579895	11676	uniprotkb:P13073	COX4I1	9606
uniprotkb:Q77M19	132487	uniprotkb:P13073	COX4I1	9606
uniprotkb:P36801	10621	uniprotkb:P13073	COX4I1	9606
uniprotkb:P06428	10579	uniprotkb:P13073	COX4I1	9606
refseq:NP_579895	11676	uniprotkb:P14854	COX6B1	9606
uniprotkb:P29991-PRO_0000037941	31635	uniprotkb:P14854	COX6B1	9606
uniprotkb:P04620	11686	uniprotkb:Q8NI36	WDR36	9606
refseq:YP_009227196	64320	uniprotkb:Q8NI36	WDR36	9606
uniprotkb:O36551	37296	uniprotkb:P14406	COX7A2	9606
uniprotkb:P29991-PRO_0000037941	31635	uniprotkb:P14406	COX7A2	9606
uniprotkb:Q77M19	132487	uniprotkb:P23786	CPT2	9606
uniprotkb:P17387	10585	uniprotkb:Q03060	CREM	9606
uniprotkb:Q69027	928302	uniprotkb:Q03060	CREM	9606
uniprotkb:Q69027	928302	uniprotkb:Q03060	CREM	9606
uniprotkb:Q32ZE1-PRO_0000435842	64320	uniprotkb:Q8TDX7	NEK7	9606
refseq:YP_009227205	64320	uniprotkb:Q8TDX7	NEK7	9606
uniprotkb:P08543	10299	uniprotkb:Q96FJ2	DYNLL2	9606
uniprotkb:Q20MD1	385599	uniprotkb:Q96FJ2	DYNLL2	9606
uniprotkb:Q05127	128952	uniprotkb:Q96FJ2	DYNLL2	9606
uniprotkb:P08543	10299	uniprotkb:Q96FJ2	DYNLL2	9606
refseq:NP_705926	11676	uniprotkb:Q9UKK3	PARP4	9606
uniprotkb:P0C723	82830	uniprotkb:Q9UKK3	PARP4	9606
uniprotkb:P03496	211044	uniprotkb:Q9UKK3	PARP4	9606
uniprotkb:P06821	211044	uniprotkb:Q9UKK3	PARP4	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q9UKK3	PARP4	9606
uniprotkb:P0C723	82830	uniprotkb:Q9UKK3	PARP4	9606
refseq:NP_803144	41856	uniprotkb:Q9UKK3	PARP4	9606
refseq:NP_579895	11676	uniprotkb:Q96AJ9	VTI1A	9606
uniprotkb:Q2HRD4	868565	uniprotkb:P55060	CSE1L	9606
uniprotkb:P03470	381518	uniprotkb:P55060	CSE1L	9606
uniprotkb:P17385	10585	uniprotkb:P55060	CSE1L	9606
uniprotkb:Q1HVI8	82830	uniprotkb:P55060	CSE1L	9606
uniprotkb:O92835	11060	uniprotkb:P55060	CSE1L	9606
uniprotkb:P05780	381518	uniprotkb:P55060	CSE1L	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:P55060	CSE1L	9606
uniprotkb:Q8AZK7	10377	uniprotkb:P55060	CSE1L	9606
uniprotkb:Q20MH8	381518	uniprotkb:P55060	CSE1L	9606
uniprotkb:P05777	381518	uniprotkb:P55060	CSE1L	9606
uniprotkb:Q77M19	132487	uniprotkb:P55060	CSE1L	9606
uniprotkb:Q20MH4	381518	uniprotkb:Q32P51	HNRNPA1L2	9606
uniprotkb:Q99IB8-PRO_0000045603	356411	uniprotkb:Q32P51	HNRNPA1L2	9606
refseq:YP_009227205	64320	uniprotkb:P48729	CSNK1A1	9606
refseq:YP_009227196	64320	uniprotkb:P48729	CSNK1A1	9606
uniprotkb:P04618	11706	uniprotkb:P19784	CSNK2A2	9606
uniprotkb:Q1HVF7	82830	uniprotkb:P19784	CSNK2A2	9606
uniprotkb:P04620	11686	uniprotkb:P19784	CSNK2A2	9606
uniprotkb:Q99IB8-PRO_0000045592	356411	uniprotkb:P67870	CSNK2B	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:P67870	CSNK2B	9606
uniprotkb:B8ZX42	493803	uniprotkb:P67870	CSNK2B	9606
uniprotkb:Q1HVF7	82830	uniprotkb:P67870	CSNK2B	9606
uniprotkb:P04620	11686	uniprotkb:P67870	CSNK2B	9606
refseq:YP_009227205	64320	uniprotkb:P67870	CSNK2B	9606
uniprotkb:P04618	11706	uniprotkb:P67870	CSNK2B	9606
uniprotkb:P04620	11686	uniprotkb:P33240	CSTF2	9606
uniprotkb:Q1K9H5	381518	uniprotkb:P33240	CSTF2	9606
uniprotkb:P03428	211044	uniprotkb:P33240	CSTF2	9606
uniprotkb:P03431	211044	uniprotkb:P33240	CSTF2	9606
uniprotkb:P03508	211044	uniprotkb:P33240	CSTF2	9606
uniprotkb:P03428	211044	uniprotkb:Q12996	CSTF3	9606
uniprotkb:P03431	211044	uniprotkb:Q12996	CSTF3	9606
uniprotkb:P03508	211044	uniprotkb:Q12996	CSTF3	9606
uniprotkb:P03433	211044	uniprotkb:Q12996	CSTF3	9606
uniprotkb:P04620	11686	uniprotkb:Q12996	CSTF3	9606
uniprotkb:O36551	37296	uniprotkb:Q6ZPD9	DPY19L3	9606
uniprotkb:A0A288CFT1	11706	uniprotkb:Q6ZPD9	DPY19L3	9606
refseq:YP_009227203	64320	uniprotkb:Q6ZPD9	DPY19L3	9606
uniprotkb:P06461	10600	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:P0C737	82830	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:P29991-PRO_0000037944	31635	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:P06460	10600	uniprotkb:Q8NEW0	SLC30A7	9606
refseq:YP_009227203	64320	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:B9UPF3	10580	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:P0C6Z1	82830	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:P06927	333760	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:P06792	333761	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:Q32ZE1-PRO_0000435839	64320	uniprotkb:Q8NEW0	SLC30A7	9606
refseq:NP_705928	11676	uniprotkb:Q8NEW0	SLC30A7	9606
uniprotkb:P03470	381518	uniprotkb:P07339	CTSD	9606
uniprotkb:Q32ZE1-PRO_0000435842	64320	uniprotkb:P07339	CTSD	9606
uniprotkb:P10191	10299	uniprotkb:P07339	CTSD	9606
uniprotkb:P10191	10299	uniprotkb:P07339	CTSD	9606
uniprotkb:Q9WC28	512346	uniprotkb:P07339	CTSD	9606
uniprotkb:P04578	11706	uniprotkb:P07339	CTSD	9606
uniprotkb:P06929	10583	uniprotkb:P07339	CTSD	9606
uniprotkb:P06428	10579	uniprotkb:P07339	CTSD	9606
uniprotkb:P06429	10586	uniprotkb:P07339	CTSD	9606
uniprotkb:P06427	10586	uniprotkb:P07339	CTSD	9606
uniprotkb:P08393	10299	uniprotkb:Q7Z7J5	DPPA2	9606
uniprotkb:Q9WMX2-PRO_0000037552	333284	uniprotkb:Q4VCS5	AMOT	9606
uniprotkb:P29991-PRO_0000308465	31635	uniprotkb:Q4VCS5	AMOT	9606
uniprotkb:P0DOE7	11259	uniprotkb:Q4VCS5	AMOT	9606
refseq:YP_009227203	64320	uniprotkb:Q8N0U8	VKORC1L1	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q8N0U8	VKORC1L1	9606
refseq:YP_009227204	64320	uniprotkb:Q8N0U8	VKORC1L1	9606
uniprotkb:P29991-PRO_0000037944	31635	uniprotkb:Q8N0U8	VKORC1L1	9606
uniprotkb:F5HAD1	868565	uniprotkb:Q8N0U8	VKORC1L1	9606
refseq:YP_009227201	64320	uniprotkb:Q8N0U8	VKORC1L1	9606
uniprotkb:P06460	10600	uniprotkb:Q8N0U8	VKORC1L1	9606
uniprotkb:P17385	10585	uniprotkb:Q8N0U8	VKORC1L1	9606
refseq:YP_009227198	64320	uniprotkb:Q8N0U8	VKORC1L1	9606
refseq:YP_009227200	64320	uniprotkb:Q8N0U8	VKORC1L1	9606
refseq:YP_009227196	64320	uniprotkb:Q8N0U8	VKORC1L1	9606
uniprotkb:P06461	10600	uniprotkb:Q8N0U8	VKORC1L1	9606
uniprotkb:P06788	333761	uniprotkb:Q5VTE0	EEF1A1P5	9606
uniprotkb:P06430	10579	uniprotkb:Q5VTE0	EEF1A1P5	9606
uniprotkb:P09992	11624	uniprotkb:Q5VTE0	EEF1A1P5	9606
uniprotkb:P06429	10586	uniprotkb:Q5VTE0	EEF1A1P5	9606
uniprotkb:P03129	333760	uniprotkb:Q5VTE0	EEF1A1P5	9606
uniprotkb:P06428	10579	uniprotkb:Q5VTE0	EEF1A1P5	9606
uniprotkb:P06428	10579	uniprotkb:Q14118	DAG1	9606
uniprotkb:Q2HRD4	868565	uniprotkb:Q86U38	NOP9	9606
uniprotkb:P04620	11686	uniprotkb:Q86U38	NOP9	9606
uniprotkb:P06821	211044	uniprotkb:Q86U38	NOP9	9606
uniprotkb:A0A024B7W1-PRO_0000443019	2043570	uniprotkb:Q86U38	NOP9	9606
uniprotkb:Q32ZE1-PRO_0000435829	64320	uniprotkb:Q86U38	NOP9	9606
uniprotkb:P03454	381518	uniprotkb:P14868	DARS1	9606
uniprotkb:Q89268	648242	uniprotkb:P14868	DARS1	9606
uniprotkb:P05780	381518	uniprotkb:P14868	DARS1	9606
uniprotkb:P05777	381518	uniprotkb:P14868	DARS1	9606
uniprotkb:P03470	381518	uniprotkb:P14868	DARS1	9606
uniprotkb:P0CK57	82830	uniprotkb:P14868	DARS1	9606
uniprotkb:Q77M19	132487	uniprotkb:P14868	DARS1	9606
uniprotkb:P03468	211044	uniprotkb:P14868	DARS1	9606
uniprotkb:Q20MH8	381518	uniprotkb:P14868	DARS1	9606
uniprotkb:Q8AZK7	10377	uniprotkb:P14868	DARS1	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:P14868	DARS1	9606
uniprotkb:Q69117	10376	uniprotkb:P14868	DARS1	9606
uniprotkb:P03496	211044	uniprotkb:P14868	DARS1	9606
uniprotkb:Q1HVI8	82830	uniprotkb:P14868	DARS1	9606
refseq:NP_579876	11676	uniprotkb:P14868	DARS1	9606
